ranking,id,imageUrl,traitCount,formula,rarity,Moon,Flag,Weapons,Body,Skin,Eyes,Accessories,,,1000000
2001,1711,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1711.png,6,11.8434039,0.000011843,Blue,None,Odradek,Dark Blue,Tan,Faded,Kilt Protocol,,,
2002,2659,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2659.png,6,11.85982102,0.000011860,Green,None,The Great Knife,Light Blue,Tan,Faded,Sonichu Medallion,,,
2003,2475,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2475.png,6,11.86673059,0.000011867,Yellow,None,The Great Knife,Yellow,Tan,Cyclops,Sonichu Medallion,,,
2004,2520,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2520.png,6,11.88712113,0.000011887,Orange,None,Hidden Blades,Light Blue,Tan,Cyclops,Moonlight Visor,,,
2005,1485,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1485.png,5,11.89034166,0.000011890,Blue,None,Ethereal Master Sword,Dark Blue,Pale Eye Gash,Joy,None,,,
2006,116,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/116.png,6,11.89414186,0.000011894,Orange,None,Odradek,Purple,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2007,2522,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2522.png,6,11.908895,0.000011909,Purple,Kusama,Hidden Blades,Light Blue,Tan,Cyclops,None,,,
2008,1221,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1221.png,6,11.93519068,0.000011935,Orange,None,Odradek,Gray,Pale,Cyclops,Moonlight Visor,,,
2009,4265,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4265.png,5,11.94757786,0.000011948,Green,None,Buster Sword,White,Pale Eye Gash,Joy,None,,,
2010,354,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/354.png,6,11.95456217,0.000011955,Purple,Moonriver,Hidden Blades,Light Blue,Tan,Faded,None,,,
2011,9,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/9.png,6,11.97121318,0.000011971,Yellow,Moonriver,The Great Knife,Yellow,Tan,Innocent,None,,,
2012,3294,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3294.png,6,11.97411142,0.000011974,Yellow,None,Odradek,Light Blue,Pale,Cyclops,Moonlight Visor,,,
2013,2337,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2337.png,6,11.98670461,0.000011987,Green,None,Buster Sword,Purple,Pale,Innocent,Moonlight Visor,,,
2014,3847,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3847.png,6,12.00039678,0.000012000,Green,None,Hidden Blades,Dark Blue,Pale,Cyclops,Kilt Protocol,,,
2015,4095,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4095.png,5,12.02844678,0.000012028,Pink,None,High Frequency Blade,Purple,Pale,Solid,None,,,
2016,2136,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2136.png,6,12.05253855,0.000012053,Yellow,None,Hidden Blades,Light Blue,Tan,Cyclops,Moon Gauntlet,,,
2017,1129,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1129.png,6,12.05657683,0.000012057,Orange,None,The Great Knife,Purple,Pale,Cyclops,Sonichu Medallion,,,
2018,3130,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3130.png,6,12.06378615,0.000012064,Purple,None,Hidden Blades,Dark Blue,Pale,Faded,Sonichu Medallion,,,
2019,493,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/493.png,5,12.06822248,0.000012068,Green,None,Buster Sword,Red,Pale Eye Gash,Glowing,None,,,
2020,2328,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2328.png,6,12.07150826,0.000012072,Orange,None,Buster Sword,Light Blue,Pale,Cyclops,Moon Gauntlet,,,
2021,1139,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1139.png,6,12.07900901,0.000012079,Yellow,None,Buster Sword,Light Blue,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2022,3762,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3762.png,6,12.08144184,0.000012081,Pink,Moonriver,The Great Knife,Light Blue,Pale,Faded,None,,,
2023,3591,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3591.png,5,12.08534566,0.000012085,Orange,None,High Frequency Blade,Red,Tan,Joy,None,,,
2024,609,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/609.png,6,12.11213458,0.000012112,Yellow,None,The Great Knife,Purple,Tan,Innocent,Sonichu Medallion,,,
2025,2424,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2424.png,5,12.11851371,0.000012119,Pink,None,High Frequency Blade,Light Blue,Pale Eye Gash,Joy,None,,,
2026,895,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/895.png,6,12.11969539,0.000012120,Green,Kusama,The Great Knife,Light Blue,Tan,Faded,None,,,
2027,3655,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3655.png,6,12.12273778,0.000012123,Yellow,None,Hidden Blades,Dark Blue,Tan,Faded,Kilt Protocol,,,
2028,4189,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4189.png,6,12.1485615,0.000012149,Green,None,Hidden Blades,Gray,Tan,Cyclops,Moon Gauntlet,,,
2029,3182,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3182.png,6,12.16256184,0.000012163,Orange,None,Buster Sword,Light Blue,Tan,Faded,Moonlight Visor,,,
2030,1293,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1293.png,5,12.1685068,0.000012169,Purple,None,MoonBlade,White,Pale,Cyclops,None,,,
2031,1973,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1973.png,6,12.16879233,0.000012169,Red,None,Hidden Blades,Gray,Tan,Faded,Sonichu Medallion,,,
2032,2479,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2479.png,5,12.17162721,0.000012172,Purple,None,MoonBlade,Light Blue,Tan,Joy,None,,,
2033,1443,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1443.png,6,12.19019176,0.000012190,Orange,None,Buster Sword,Yellow,Pale,Faded,Sonichu Medallion,,,
2034,1395,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1395.png,5,12.20037418,0.000012200,Green,None,High Frequency Blade,White,Pale Eye Gash,Faded,None,,,
2035,1876,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1876.png,5,12.20378133,0.000012204,Yellow,None,Buster Sword,Green,Pale Eye Gash,Glowing,None,,,
2036,3466,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3466.png,6,12.22105407,0.000012221,Yellow,None,Hidden Blades,Dark Blue,Pale,Cyclops,Moonriver Ice Cream Necklace,,,
2037,1387,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1387.png,6,12.2301818,0.000012230,Pink,None,Buster Sword,Gray,Tan,Innocent,Moonlight Visor,,,
2038,645,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/645.png,6,12.23158032,0.000012232,Yellow,Moonriver,Hidden Blades,Yellow,Pale,Innocent,None,,,
2039,2565,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2565.png,5,12.25037102,0.000012250,Red,None,Hidden Blades,Yellow,Pale Face Tats,Angry,None,,,
2040,4234,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4234.png,6,12.25274178,0.000012253,Green,None,Buster Sword,Light Blue,Pale,Cyclops,Moonlight Visor,,,
2041,850,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/850.png,6,12.25348666,0.000012253,Blue,Kusama,Hidden Blades,Light Blue,Pale,Cyclops,None,,,
2042,1642,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1642.png,5,12.268361,0.000012268,Blue,None,The Great Knife,White,Pale Face Tats,Faded,None,,,
2043,513,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/513.png,6,12.2993226,0.000012299,Green,Kusama,The Great Knife,Purple,Tan,Innocent,None,,,
2044,1819,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1819.png,6,12.30660524,0.000012307,Yellow,None,Buster Sword,Yellow,Tan,Cyclops,Moonlight Visor,,,
2045,3505,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3505.png,5,12.31191945,0.000012312,Pink,None,High Frequency Blade,Gray,Tan,Solid,None,,,
2046,1167,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1167.png,6,12.33463566,0.000012335,Purple,None,Odradek,Dark Blue,Tan,Cyclops,Moonlight Visor,,,
2047,1509,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1509.png,6,12.33463566,0.000012335,Blue,None,Odradek,Yellow,Tan,Cyclops,Sonichu Medallion,,,
2048,207,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/207.png,6,12.33636251,0.000012336,Yellow,None,Odradek,Yellow,Tan,Innocent,Sonichu Medallion,,,
2049,880,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/880.png,5,12.336372,0.000012336,Purple,None,Odradek,Light Blue,Pale Face Tats,Angry,None,,,
2050,390,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/390.png,6,12.34676894,0.000012347,Pink,None,Buster Sword,Purple,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2051,682,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/682.png,6,12.37015093,0.000012370,Yellow,None,Hidden Blades,Gray,Pale,Faded,Sonichu Medallion,,,
2052,3966,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3966.png,6,12.37609482,0.000012376,Blue,Moonriver,The Great Knife,Purple,Pale,Cyclops,None,,,
2053,1114,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1114.png,6,12.37765537,0.000012378,Yellow,None,Buster Sword,Light Blue,Tan,Faded,Moonlight Visor,,,
2054,4043,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4043.png,6,12.40376475,0.000012404,Yellow,None,Odradek,Purple,Tan,Faded,Moonlight Visor,,,
2055,1862,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1862.png,6,12.40577393,0.000012406,Yellow,None,Buster Sword,Yellow,Pale,Faded,Sonichu Medallion,,,
2056,3711,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3711.png,5,12.40710019,0.000012407,Green,None,MoonBlade,Yellow,Pale,Angry,None,,,
2057,2939,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2939.png,6,12.42389787,0.000012424,Red,Kusama,Buster Sword,Yellow,Pale,Cyclops,None,,,
2058,2871,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2871.png,6,12.43040409,0.000012430,Orange,None,Hidden Blades,Light Blue,Pale,Cyclops,Sonichu Medallion,,,
2059,2038,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2038.png,6,12.4325296,0.000012433,Blue,None,Odradek,Dark Blue,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2060,1277,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1277.png,5,12.43255107,0.000012433,Yellow,None,Dual High Frequency Blades,Dark Blue,Tan,Solid,None,,,
2061,3005,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3005.png,6,12.47683014,0.000012477,Yellow,None,Hidden Blades,Dark Blue,Pale,Faded,Moon Gauntlet,,,
2062,425,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/425.png,6,12.48996575,0.000012490,Yellow,Moonriver,The Great Knife,Light Blue,Tan,Innocent,None,,,
2063,24,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/24.png,5,12.49938897,0.000012499,Blue,None,MoonBlade,Yellow,Tan,Joy,None,,,
2064,15,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/15.png,6,12.5069061,0.000012507,Green,Kusama,The Great Knife,Purple,Tan,Faded,None,,,
2065,3803,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3803.png,6,12.52428166,0.000012524,Pink,None,Odradek,Dark Blue,Tan,Faded,Moonriver Ice Cream Necklace,,,
2066,1537,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1537.png,6,12.53818261,0.000012538,Yellow,None,Odradek,Gray,Pale,Innocent,Sonichu Medallion,,,
2067,3716,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3716.png,5,12.54431045,0.000012544,Yellow,None,Ethereal Master Sword,Dark Blue,Pale Eye Gash,Joy,None,,,
2068,3388,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3388.png,6,12.55388469,0.000012554,Red,Moonriver,Hidden Blades,Light Blue,Tan,Innocent,None,,,
2069,4126,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4126.png,6,12.55448856,0.000012554,Orange,None,The Great Knife,Purple,Tan,Cyclops,Sonichu Medallion,,,
2070,2717,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2717.png,6,12.56386294,0.000012564,Blue,Kusama,Odradek,Purple,Pale,Faded,None,,,
2071,3969,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3969.png,6,12.57259247,0.000012573,Green,Moonriver,The Great Knife,Light Blue,Pale,Cyclops,None,,,
2072,2828,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2828.png,6,12.60239221,0.000012602,Red,None,Odradek,Dark Blue,Pale,Cyclops,Moon Gauntlet,,,
2073,614,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/614.png,6,12.6040815,0.000012604,Yellow,None,The Great Knife,Dark Blue,Pale,Innocent,Sonichu Medallion,,,
2074,3741,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3741.png,5,12.61131865,0.000012611,Pink,None,MoonBlade,Dark Blue,Pale Face Tats,Cyclops,None,,,
2075,539,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/539.png,6,12.61599213,0.000012616,Pink,Moonriver,Hidden Blades,Yellow,Tan,Innocent,None,,,
2076,1132,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1132.png,6,12.62130144,0.000012621,Orange,Kusama,Odradek,Light Blue,Pale,Faded,None,,,
2077,3393,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3393.png,6,12.64534283,0.000012645,Green,None,Hidden Blades,Dark Blue,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2078,225,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/225.png,6,12.64651047,0.000012647,Blue,Kusama,Odradek,Gray,Tan,Innocent,None,,,
2079,2714,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2714.png,5,12.64786569,0.000012648,Green,None,The Great Knife,White,Pale Face Tats,Innocent,None,,,
2080,34,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/34.png,6,12.66271337,0.000012663,Orange,None,Hidden Blades,Purple,Tan,Innocent,Sonichu Medallion,,,
2081,499,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/499.png,6,12.67527473,0.000012675,Red,Kusama,Buster Sword,Gray,Pale,Faded,None,,,
2082,3609,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3609.png,6,12.70135698,0.000012701,Red,None,Buster Sword,Gray,Tan,Innocent,Sonichu Medallion,,,
2083,1712,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1712.png,6,12.70369837,0.000012704,Yellow,None,Buster Sword,Yellow,Tan,Innocent,Sonichu Medallion,,,
2084,2529,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2529.png,6,12.72323486,0.000012723,Blue,Kusama,Buster Sword,Purple,Pale,Innocent,None,,,
2085,2815,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2815.png,6,12.72575836,0.000012726,Yellow,None,Hidden Blades,Dark Blue,Tan,Cyclops,Moonriver Ice Cream Necklace,,,
2086,1150,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1150.png,6,12.72579982,0.000012726,Yellow,None,Buster Sword,Purple,Tan,Faded,Moon Gauntlet,,,
2087,1146,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1146.png,6,12.73437185,0.000012734,Red,Moonriver,Hidden Blades,Gray,Tan,Innocent,None,,,
2088,2863,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2863.png,6,12.74893881,0.000012749,Pink,None,Odradek,Light Blue,Tan,Innocent,Sonichu Medallion,,,
2089,2615,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2615.png,6,12.75359397,0.000012754,Blue,None,Odradek,Purple,Pale,Cyclops,Sonichu Medallion,,,
2090,3676,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3676.png,6,12.77525252,0.000012775,Blue,None,Buster Sword,Light Blue,Tan,Faded,Sonichu Medallion,,,
2091,2589,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2589.png,6,12.779913,0.000012780,Pink,Kusama,Hidden Blades,Yellow,Tan,Cyclops,None,,,
2092,2883,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2883.png,6,12.78553738,0.000012786,Green,None,Buster Sword,Dark Blue,Tan,Faded,Kilt Protocol,,,
2093,4058,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/4058.png,6,12.78566798,0.000012786,Green,None,Odradek,Purple,Tan,Cyclops,Moonlight Visor,,,
2094,796,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/796.png,6,12.79815659,0.000012798,Orange,None,Buster Sword,Gray,Tan,Cyclops,Moonlight Visor,,,
2095,3619,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3619.png,6,12.80845947,0.000012808,Blue,Moonriver,Hidden Blades,Light Blue,Tan,Faded,None,,,
2096,537,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/537.png,6,12.8229988,0.000012823,Red,Moonriver,Odradek,Purple,Pale,Innocent,None,,,
2097,1858,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1858.png,5,12.82396699,0.000012824,Blue,None,Hidden Blades,Light Blue,Pale Face Tats,Angry,None,,,
2098,698,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/698.png,6,12.83755669,0.000012838,Purple,Moonriver,Hidden Blades,Dark Blue,Pale,Faded,None,,,
2099,3151,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3151.png,6,12.84450774,0.000012845,Yellow,Kusama,Odradek,Light Blue,Pale,Faded,None,,,
2100,1733,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1733.png,6,12.84771549,0.000012848,Pink,None,Odradek,Purple,Pale,Faded,Sonichu Medallion,,,
2101,487,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/487.png,5,12.84903402,0.000012849,Blue,None,Odradek,Yellow,Pale Face Tats,Joy,None,,,
2102,3948,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3948.png,5,12.85228087,0.000012852,Green,None,Dual High Frequency Blades,Yellow,Pale Face Tats,Faded,None,,,
2103,1480,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1480.png,6,12.85369569,0.000012854,Pink,Kusama,Hidden Blades,Light Blue,Tan,Faded,None,,,
2104,1827,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1827.png,6,12.85995368,0.000012860,Blue,Kusama,Odradek,Gray,Tan,Faded,None,,,
2105,2402,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/2402.png,6,12.86668823,0.000012867,Red,None,Buster Sword,Gray,Pale,Cyclops,Sonichu Medallion,,,
2106,3829,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3829.png,6,12.87640128,0.000012876,Purple,Moonriver,Buster Sword,Purple,Tan,Innocent,None,,,
2107,1507,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1507.png,6,12.88101262,0.000012881,Yellow,None,Hidden Blades,Gray,Tan,Faded,Sonichu Medallion,,,
2108,1,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1.png,6,12.88969427,0.000012890,Pink,None,Odradek,Yellow,Tan,Cyclops,Sonichu Medallion,,,
2109,736,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/736.png,6,12.89983084,0.000012900,Red,Kusama,Hidden Blades,Gray,Tan,Cyclops,None,,,
2110,3813,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3813.png,6,12.94048381,0.000012940,Orange,Moonriver,Hidden Blades,Purple,Pale,Innocent,None,,,
2111,221,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/221.png,5,12.9447412,0.000012945,Green,None,MoonBlade,Light Blue,Pale,Angry,None,,,
2112,3425,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/3425.png,6,12.95496727,0.000012955,Red,Moonriver,Hidden Blades,Purple,Tan,Innocent,None,,,
2113,1676,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/1676.png,6,12.96226677,0.000012962,Red,Kusama,Buster Sword,Light Blue,Pale,Cyclops,None,,,
2114,331,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/331.png,6,12.97206995,0.000012972,Orange,Moonriver,Buster Sword,Yellow,Pale,Faded,None,,,
2115,869,https://ipfs.io/ipfs/QmNgFPzajZ1URS3eqHLrqCVarWgWDAU91VLoDD4vUvyjhV/869.png,6,12.97967123,0.000012980,Red,Kusama,Buster Sword,Gray,Tan,Innocent,None,,,
